stop_year,stop_month,stop_date,stop_hour,driver_gender,drivers_age_bucket,drivers_race,stop_duration,is_arrested,drugs_related_stop,violations_raw,search_score,stop_outcome
2011,08,09,10,M,5.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2011,04,15,10,F,5.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2009,10,29,11,M,12.0,White,30+ Min,True,False,Suspicious Person,2,Arrest Passenger
2006,11,24,9,M,6.0,White,16-30 Min,True,True,Equipment/Inspection Violation,2,Arrest Passenger
2012,01,23,11,M,10.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,05,09,20,M,6.0,Black,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2006,05,20,12,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,05,21,0,M,9.0,Hispanic,0-15 Min,True,True,Speeding,16,Arrest Passenger
2007,02,05,2,F,4.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2014,02,24,1,M,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,11,26,0,M,3.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2005,10,07,23,M,3.0,White,16-30 Min,True,True,Suspicious Person,8,Arrest Passenger
2015,07,11,14,M,4.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,06,29,22,F,6.0,Black,16-30 Min,True,False,Speeding,2,Arrest Passenger
2013,02,21,23,F,9.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2010,02,19,18,F,9.0,Hispanic,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,05,20,12,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,11,26,1,M,7.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2008,10,18,23,M,5.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2005,11,25,1,F,5.0,Black,16-30 Min,True,False,Motorist Assist/Courtesy,1,Arrest Passenger
2007,02,05,2,F,4.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2010,01,08,11,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2011,12,01,1,F,6.0,White,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2011,07,02,9,M,11.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,09,12,12,F,9.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,03,24,17,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2014,02,24,1,M,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,04,17,19,M,4.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2015,04,25,12,F,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2005,11,26,17,M,4.0,White,30+ Min,True,False,Speeding,1,Arrest Passenger
2008,10,20,1,F,5.0,White,16-30 Min,True,False,Registration Violation,8,Arrest Passenger
2005,10,04,23,M,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2007,05,11,2,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2014,08,27,11,M,5.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2006,06,23,15,M,4.0,White,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2007,02,23,14,M,7.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2015,04,24,10,F,6.0,Hispanic,30+ Min,True,False,Other Traffic Violation,2,Arrest Passenger
2014,05,24,13,M,4.0,Hispanic,16-30 Min,True,True,Seatbelt Violation,10,Arrest Passenger
2013,02,21,23,F,9.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,08,15,12,M,6.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,02,26,23,F,3.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2009,09,05,14,M,11.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,08,15,11,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2010,06,08,1,M,4.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,09,30,9,M,7.0,White,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2011,11,21,13,M,9.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2015,04,25,12,F,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,07,25,23,F,5.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,03,10,9,F,9.0,White,0-15 Min,True,False,Equipment/Inspection Violation,34,Arrest Passenger
2011,09,17,14,F,4.0,Black,0-15 Min,True,False,Speeding,1,Arrest Passenger
2008,07,05,22,F,5.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2015,06,23,14,M,6.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2009,03,27,20,M,8.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,12,12,0,F,4.0,White,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2015,08,12,2,F,4.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2010,04,08,12,F,11.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,08,26,2,F,9.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2014,01,12,11,M,11.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,11,03,11,M,7.0,Black,16-30 Min,True,False,Speeding,10,Arrest Passenger
2014,12,05,11,M,10.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2015,10,01,23,M,6.0,Hispanic,0-15 Min,True,True,Other Traffic Violation,8,Arrest Passenger
2009,08,23,17,M,5.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,11,03,11,M,7.0,Black,16-30 Min,True,False,Speeding,10,Arrest Passenger
2015,03,18,15,F,5.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2012,01,07,19,F,4.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,09,01,1,M,7.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2013,12,26,9,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,01,27,1,M,6.0,Hispanic,16-30 Min,True,False,Registration Violation,2,Arrest Passenger
2011,11,25,22,F,7.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,03,01,0,F,6.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2010,03,09,18,M,5.0,White,16-30 Min,True,True,Other Traffic Violation,32,Arrest Passenger
2005,12,04,15,M,7.0,White,30+ Min,True,True,Speeding,8,Arrest Passenger
2013,11,24,1,F,7.0,White,30+ Min,True,False,Call for Service,1,Arrest Passenger
2013,01,05,2,F,7.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2011,10,12,9,M,7.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,11,16,23,F,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,07,04,0,F,5.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2012,10,17,14,M,5.0,Asian,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2013,03,09,22,M,7.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2007,01,02,8,F,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,07,18,22,M,6.0,Black,16-30 Min,True,False,Speeding,1,Arrest Passenger
2012,01,23,11,M,10.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2013,08,15,11,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,01,06,14,M,4.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,10,20,1,F,5.0,White,16-30 Min,True,False,Registration Violation,8,Arrest Passenger
2015,05,20,13,F,12.0,White,0-15 Min,True,False,Registration Violation,1,Arrest Passenger
2015,08,12,2,F,4.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2010,09,05,16,M,5.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2013,04,22,18,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2007,01,24,9,M,6.0,Black,30+ Min,True,True,Other Traffic Violation,38,Arrest Passenger
2011,05,15,13,M,5.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2013,05,13,13,M,3.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2009,12,22,17,F,5.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2007,02,15,4,M,8.0,White,16-30 Min,True,False,Suspicious Person,2,Arrest Passenger
2007,06,25,2,M,4.0,Black,30+ Min,True,True,Registration Violation,2,Arrest Passenger
2006,06,06,2,M,5.0,Black,16-30 Min,True,False,Speeding,1,Arrest Passenger
2010,07,19,11,M,6.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2014,09,11,2,M,3.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,02,26,23,F,3.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2012,01,11,6,F,9.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2013,12,03,23,M,8.0,Black,16-30 Min,True,True,Other Traffic Violation,8,Arrest Passenger
2013,10,12,9,F,4.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,08,08,21,F,4.0,White,16-30 Min,True,False,Equipment/Inspection Violation,42,Arrest Passenger
2010,11,27,0,F,3.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,08,04,0,F,3.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2006,05,21,0,M,9.0,Hispanic,0-15 Min,True,True,Speeding,16,Arrest Passenger
2010,04,08,12,F,11.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2011,04,29,13,F,4.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,06,03,17,M,3.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2010,10,30,12,M,5.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2007,07,31,2,F,6.0,White,16-30 Min,True,False,Registration Violation,2,Arrest Passenger
2008,01,09,15,F,9.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2010,06,21,17,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2013,11,24,1,F,7.0,White,30+ Min,True,False,Call for Service,1,Arrest Passenger
2006,09,08,14,F,7.0,Black,16-30 Min,True,False,Registration Violation,2,Arrest Passenger
2011,05,15,11,M,5.0,White,30+ Min,True,True,Speeding,2,Arrest Passenger
2006,11,02,13,F,4.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,4,Arrest Passenger
2007,03,01,23,F,5.0,Hispanic,16-30 Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2014,06,25,0,M,3.0,Black,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2012,07,10,8,M,8.0,White,30+ Min,True,False,Special Detail/Directed Patrol,2,Arrest Passenger
2014,06,25,0,M,3.0,Black,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2012,03,17,20,M,5.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2005,12,23,9,M,6.0,Black,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2005,10,04,23,M,4.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2012,12,20,22,M,4.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,16,Arrest Passenger
2011,04,04,9,F,8.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,10,03,23,F,5.0,White,16-30 Min,True,True,Other Traffic Violation,8,Arrest Passenger
2007,06,05,13,M,9.0,White,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2011,10,20,1,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2005,11,25,1,F,5.0,Black,16-30 Min,True,False,Motorist Assist/Courtesy,1,Arrest Passenger
2015,09,29,11,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2012,04,30,1,M,5.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,06,10,13,M,5.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,06,16,13,M,8.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,01,05,2,F,7.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,08,23,0,M,4.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,8,Arrest Passenger
2006,11,29,10,F,8.0,White,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2006,11,02,13,F,4.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,4,Arrest Passenger
2007,02,23,14,M,7.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2006,09,01,1,M,7.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2011,11,23,12,M,6.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2014,07,18,1,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2014,07,17,14,F,4.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2007,01,29,2,M,7.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2012,01,07,19,F,4.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2013,11,24,1,F,7.0,White,30+ Min,True,False,Call for Service,1,Arrest Passenger
2006,05,21,0,M,9.0,Hispanic,0-15 Min,True,True,Speeding,16,Arrest Passenger
2011,04,29,6,M,9.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2008,01,03,15,M,6.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2014,06,13,22,M,4.0,Hispanic,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2015,12,07,14,M,7.0,White,30+ Min,True,True,Other Traffic Violation,8,Arrest Passenger
2014,10,14,1,F,4.0,Black,0-15 Min,True,False,Speeding,1,Arrest Passenger
2006,05,20,0,M,4.0,Black,30+ Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2015,12,21,14,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,10,30,12,M,5.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2013,11,14,0,M,6.0,White,30+ Min,True,True,Seatbelt Violation,2,Arrest Passenger
2012,06,16,0,M,5.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2011,09,25,1,M,5.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2015,12,21,14,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2014,02,26,23,F,3.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2008,07,26,3,M,5.0,White,30+ Min,True,True,Equipment/Inspection Violation,2,Arrest Passenger
2012,03,10,16,F,4.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,06,20,14,M,7.0,Hispanic,16-30 Min,True,False,Motorist Assist/Courtesy,2,Arrest Passenger
2007,02,23,14,M,7.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2015,11,26,23,M,11.0,Black,0-15 Min,True,False,Speeding,1,Arrest Passenger
2010,02,08,7,F,6.0,White,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2010,07,19,11,M,6.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2008,12,31,1,M,7.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2009,08,08,21,F,4.0,White,16-30 Min,True,False,Equipment/Inspection Violation,42,Arrest Passenger
2010,06,21,17,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2013,11,24,2,M,8.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,05,31,23,M,4.0,Hispanic,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2011,01,15,1,M,7.0,Black,0-15 Min,True,False,Registration Violation,16,Arrest Passenger
2006,01,06,10,F,4.0,White,16-30 Min,True,False,Registration Violation,2,Arrest Passenger
2012,01,25,23,F,5.0,White,30+ Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2013,02,28,3,M,9.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2005,11,26,17,M,4.0,White,30+ Min,True,False,Speeding,1,Arrest Passenger
2013,11,24,2,M,8.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2010,07,24,23,M,10.0,Hispanic,30+ Min,True,False,Speeding,1,Arrest Passenger
2008,08,26,2,F,9.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2006,11,10,11,M,8.0,White,16-30 Min,True,False,Equipment/Inspection Violation,10,Arrest Passenger
2013,05,17,16,M,8.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,07,12,23,F,3.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,01,01,10,F,5.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,10,02,16,F,10.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2014,08,22,23,M,4.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,05,21,0,M,9.0,Hispanic,0-15 Min,True,True,Speeding,16,Arrest Passenger
2009,09,05,14,M,11.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,02,20,17,M,6.0,Hispanic,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,10,08,0,M,3.0,Black,30+ Min,True,False,Registration Violation,2,Arrest Passenger
2009,12,29,18,M,5.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,08,26,2,F,9.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,05,10,10,F,4.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,11,16,23,F,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,02,25,22,F,6.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2007,02,05,2,F,4.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2015,12,30,13,M,4.0,White,16-30 Min,True,False,Seatbelt Violation,2,Arrest Passenger
2006,08,18,15,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2011,06,15,2,F,4.0,Black,30+ Min,True,False,Other Traffic Violation,2,Arrest Passenger
2012,01,07,19,F,4.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,02,14,22,F,6.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,03,10,16,F,4.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,04,16,19,M,5.0,Hispanic,30+ Min,True,True,Other Traffic Violation,8,Arrest Passenger
2009,08,14,19,M,4.0,Hispanic,16-30 Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2006,07,18,22,M,6.0,Black,16-30 Min,True,False,Speeding,1,Arrest Passenger
2011,09,25,1,M,5.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2007,01,02,8,F,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,04,30,1,M,5.0,Hispanic,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,10,03,23,F,5.0,White,16-30 Min,True,True,Other Traffic Violation,8,Arrest Passenger
2013,02,21,23,F,9.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,06,15,12,M,7.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2014,09,30,9,M,7.0,White,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2010,07,25,23,F,5.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2011,07,26,11,F,7.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,05,20,12,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2005,10,07,23,M,3.0,White,16-30 Min,True,True,Suspicious Person,8,Arrest Passenger
2008,01,03,15,M,6.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2010,06,26,14,M,4.0,Asian,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2012,03,29,2,M,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,12,14,7,M,4.0,Hispanic,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2014,12,05,11,M,10.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2010,06,26,14,M,4.0,Asian,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2012,09,12,12,F,9.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,08,04,0,F,3.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2012,08,21,18,F,4.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,12,03,14,F,4.0,Black,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,11,13,1,M,7.0,Black,16-30 Min,True,False,Speeding,1,Arrest Passenger
2008,03,14,20,F,4.0,Black,16-30 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2010,05,23,2,M,6.0,Black,0-15 Min,True,False,Speeding,1,Arrest Passenger
2006,04,25,14,F,5.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,07,16,23,M,6.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2009,07,31,13,M,8.0,Other,16-30 Min,True,False,Registration Violation,2,Arrest Passenger
2011,11,21,13,M,9.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,04,17,23,M,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,06,29,1,F,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,10,20,1,F,5.0,White,16-30 Min,True,False,Registration Violation,8,Arrest Passenger
2009,06,22,14,M,7.0,White,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2008,01,19,18,M,4.0,Hispanic,16-30 Min,True,False,Speeding,1,Arrest Passenger
2007,05,11,2,M,5.0,White,16-30 Min,True,False,Speeding,1,Arrest Passenger
2012,08,04,0,F,3.0,White,30+ Min,True,True,Other Traffic Violation,10,Arrest Passenger
2015,11,04,14,M,4.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2015,10,25,0,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2011,04,16,5,M,5.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2013,11,24,2,M,8.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,01,07,19,F,4.0,White,30+ Min,True,False,Other Traffic Violation,1,Arrest Passenger
2011,06,21,12,M,6.0,White,30+ Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2015,05,30,16,M,4.0,White,16-30 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2013,06,09,2,M,6.0,Hispanic,0-15 Min,True,False,Seatbelt Violation,16,Arrest Passenger
2014,09,02,3,M,5.0,Hispanic,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2012,06,21,1,F,5.0,Black,30+ Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2007,07,01,18,M,4.0,Hispanic,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2008,10,13,15,M,8.0,Black,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2015,12,21,14,M,5.0,White,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2012,06,29,1,F,5.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2006,11,03,11,M,7.0,Black,16-30 Min,True,False,Speeding,10,Arrest Passenger
2009,12,11,7,M,7.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2015,09,29,11,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2013,07,01,1,F,7.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2012,02,03,19,F,6.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,2,Arrest Passenger
2011,11,23,12,M,6.0,Black,16-30 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2008,03,12,17,M,3.0,White,30+ Min,True,False,Other Traffic Violation,2,Arrest Passenger
2014,02,11,13,M,8.0,White,0-15 Min,True,False,Seatbelt Violation,1,Arrest Passenger
2007,02,05,10,M,8.0,Hispanic,16-30 Min,True,False,Other Traffic Violation,2,Arrest Passenger
2008,12,17,1,M,4.0,White,16-30 Min,True,False,Registration Violation,1,Arrest Passenger
2010,10,02,16,F,10.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2005,12,02,20,M,12.0,White,30+ Min,True,False,Motorist Assist/Courtesy,2,Arrest Passenger
2012,01,11,6,F,9.0,White,0-15 Min,True,False,Speeding,1,Arrest Passenger
2014,07,18,1,M,5.0,Black,0-15 Min,True,False,Other Traffic Violation,1,Arrest Passenger
2007,03,10,0,M,5.0,Black,30+ Min,True,True,Speeding,20,Arrest Passenger
2009,03,12,22,M,4.0,White,30+ Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2009,08,23,23,M,8.0,Hispanic,0-15 Min,True,False,Speeding,1,Arrest Passenger
2006,05,21,0,M,9.0,Hispanic,0-15 Min,True,True,Speeding,16,Arrest Passenger
2012,03,29,2,M,7.0,White,16-30 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,07,12,1,F,6.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,03,12,22,M,4.0,White,30+ Min,True,True,Equipment/Inspection Violation,8,Arrest Passenger
2014,08,07,11,M,8.0,White,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2009,01,06,14,M,4.0,Hispanic,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2014,06,03,17,M,3.0,Black,0-15 Min,True,False,Equipment/Inspection Violation,1,Arrest Passenger
2013,06,29,22,F,6.0,Black,16-30 Min,True,False,Speeding,2,Arrest Passenger
